5.017995836768203881e+05 1.931427091798604233e+05 8.018705870506593783e+04 2.429746786034649995e+05 6.189311273498111404e+04 -4.696349696501962899e+04 -8.475599656848176892e+03 1.130469770390358462e+04 -7.343524145095530912e+03 -1.556716781770869966e+04 -1.191125945591612435e+04 -6.350726723971559295e+03 7.666719536687141954e+03 1.668104352167674733e+03 1.857754234368213019e+03 2.922107720518027236e+03 3.510176941466062999e+03 4.106891715055265195e+03 -7.642270122024460761e+03 -3.139729023356950347e+04 -4.603177062199814827e+04 -5.109532929374212836e+04 -4.195513524621154647e+04 2.253634691977423898e+01 -5.004559021296893775e+02 -9.153902749796363878e+02 -1.325496459296461353e+03 -6.198255078400308776e+03 -6.028480418025051222e+03 -6.639962566734638131e+03 -5.823345197228265533e+03 -5.036065349506913662e+03 -4.264625202916453418e+03 -4.825713903843373373e+03 2.439469013381765095e+01
1.931427091798571637e+05 4.496043538227389799e+05 -4.274785230771246279e+04 3.256506981210855884e+05 -3.753414764533317793e+04 4.022184166358236689e+04 9.488069702767257695e+03 1.591768926016891419e+04 8.843725573338693721e+03 1.415712282873379627e+04 1.413146562657829236e+04 2.798218165335845242e+03 -3.758332774711676393e+03 -2.099203949547765660e+03 -5.350545216704211271e+03 -7.858093318164666016e+03 -1.058134355193450756e+04 -1.845158305060972998e+04 -5.976759126147311690e+03 -2.137154899074207060e+04 -3.137023489377829537e+04 -3.489460502605697548e+04 -2.751700755328625382e+04 7.474542868289103126e+01 -1.677441152015135515e+02 -4.099156180246084205e+02 -7.790303208009464697e+02 -4.050509685900754448e+03 2.745296808721854177e+03 6.269004575094228130e+03 9.149908467437904619e+03 1.278820893252489441e+04 1.888759734214335913e+04 -3.932519108010529180e+03 3.474918503033631367e+01
8.018705870506702922e+04 -4.274785230771179340e+04 3.235998479823108210e+04 -2.579554142261027664e+04 2.667199934627193579e+04 -1.772059178818682994e+04 -3.665434590127041702e+03 -8.616035321535023286e+02 -2.548959297105292535e+03 -2.610074877152074350e+03 -3.667588871308043963e+03 -2.049530173767531238e+01 4.254910225495403211e+03 5.490044895686440896e+02 1.416215115473320566e+03 2.124215383661192845e+03 2.776373434648746297e+03 4.234084508113604898e+03 -1.176365840189460414e+03 -3.554827240577502380e+03 -4.414168621606779197e+03 -4.348158154377236315e+03 -3.159933600015912816e+03 3.233256274824421439e+01 -1.616153318656487414e+01 -5.440531284802874268e+01 -1.009599640949456898e+02 -4.802046347882625241e+02 -7.827418180880886212e+02 -1.731169788472109531e+03 -2.563032848453965016e+03 -3.349311622732810065e+03 -4.278195551327975409e+03 -6.089749005963627724e+02 1.818304411862260750e+01
2.429746786034644756e+05 3.256506981210896047e+05 -2.579554142260944354e+04 4.046935203624806600e+05 -3.322658798694137658e+04 4.979947372730171082e+03 2.410345411226059241e+03 1.513720937455892636e+04 -1.475973179006082091e+03 -7.766145319330638813e+03 -1.228170733181655578e+03 -3.803369647714715484e+03 -2.471594915976361335e+03 2.295256965145604795e+02 -2.121759714902254927e+03 -2.838219254284664657e+03 -4.500991245667822113e+03 -8.165771763487288808e+03 -5.334466749569167405e+03 -2.431773473193374957e+04 -3.633432542502127762e+04 -4.022240037746262533e+04 -3.282097368258481583e+04 -3.274607483676180664e+01 -4.556195437929922605e+02 -7.891697315499822025e+02 -1.080103310570008261e+03 -4.834137395321336044e+03 -4.049672488575989064e+03 -1.671657007884696213e+03 1.122672588786683718e+03 4.646445245077712570e+03 8.176134769098706784e+03 -3.516121377175142698e+03 2.004235836253231540e+00
6.189311273498165247e+04 -3.753414764533315611e+04 2.667199934627208859e+04 -3.322658798694183497e+04 2.304619264401291366e+04 -1.375390931419347180e+04 -2.883662109549784873e+03 -1.022606839888557829e+03 -1.747449519575960039e+03 -1.697238777984617627e+03 -2.547099392031993375e+03 5.329588354431127328e+01 3.420348834058213470e+03 4.017004711770504173e+02 1.066889252972830036e+03 1.575774175107836527e+03 2.118522237078351282e+03 3.272486634246180529e+03 -6.077740529244773597e+02 -1.808233207798338526e+03 -2.398126814383798319e+03 -2.599939122643723749e+03 -2.126673653885287422e+03 1.692821244442579243e+01 -7.531876329894360289e+00 -2.845054525189067718e+01 -5.785245776806767282e+01 -3.198309328693343900e+02 -5.398613717821912132e+02 -1.287829589876993850e+03 -1.892430243933504244e+03 -2.544231467108449579e+03 -3.303998891688484036e+03 -3.363971373945559549e+02 7.307769243756644606e+00
-4.696349696501965809e+04 4.022184166358283983e+04 -1.772059178818701548e+04 4.979947372729848212e+03 -1.375390931419349181e+04 1.472849980743766173e+04 3.116571956862776915e+03 5.937159294694970413e+02 2.962282030567080255e+02 3.095638321257259122e+03 3.305322715922059160e+03 1.210645725572092488e+03 -1.449067667567295530e+03 -3.701965881326725025e+02 -1.000208001974736021e+03 -1.724202354493374060e+03 -2.466653507744767012e+03 -4.188015747701922919e+03 6.787806475092888547e+01 7.182969763949275830e+02 2.040976552343610820e+03 3.357024123690742726e+03 3.964930290971146405e+03 8.324160074317468627e+00 4.019333244348099754e+01 7.788891968908254171e+01 1.084270754571383009e+02 5.870289741460774167e+02 1.088929330633509608e+03 1.982616376384426758e+03 2.525348327356889968e+03 3.156994859059255759e+03 4.349151729225218332e+03 1.077350856690437837e+02 1.203806599168323643e+01
-8.475599656848145969e+03 9.488069702767135823e+03 -3.665434590127043521e+03 2.410345411226008309e+03 -2.883662109549803972e+03 3.116571956862831939e+03 6.815576271440982055e+02 1.848076407278444151e+02 -1.229298298092646462e+02 2.758734308598664597e+02 4.840064049604288243e+02 1.379442853282338035e+02 -3.410686582548160004e+02 -3.458654240639148014e+01 -1.608064549090368303e+02 -3.271929611696101574e+02 -5.305516606421484767e+02 -9.636534837876941992e+02 -1.015913885148159324e+02 -1.468366085475783507e+02 1.114157461160081510e+02 5.253634144599753881e+02 9.101800401558364229e+02 4.048847535211921311e+00 5.330963664181715522e+00 1.173525766202822496e+01 1.912920076395275970e+01 1.340436279436190148e+02 1.383940299922449526e+02 3.286524576600261867e+02 4.883517827298471161e+02 6.771282712400209221e+02 1.005657813009899655e+03 -1.710352318612913791e+01 5.171252815612080056e+00
1.130469770390360463e+04 1.591768926016917067e+04 -8.616035321534667446e+02 1.513720937455897365e+04 -1.022606839888563513e+03 5.937159294694755545e+02 1.848076407278333875e+02 6.904036025359984023e+02 -5.088630769925053698e+00 -1.613132065288579611e+02 7.522671524553423694e+01 -2.214627396741827283e+02 -2.168386269412721390e+02 -2.606012510378459268e-01 -7.866522019293400092e+01 -1.444151064564512694e+02 -2.199272388255685087e+02 -4.488060660616092719e+02 -2.436671427750425778e+02 -1.039114358818174878e+03 -1.577873478435097695e+03 -1.783865167556413098e+03 -1.463160700914451581e+03 8.568160498678223380e-01 -1.405951539809893447e+01 -2.787039609441036347e+01 -4.428528982024060667e+01 -2.160941162694822992e+02 -9.111431091172607921e+01 -1.357622447164865953e+01 1.159013822179200588e+02 2.525437837009529574e+02 4.493606436834731426e+02 -1.716797780770857571e+02 4.349689810022636660e-01
-7.343524145095744643e+03 8.843725573338790127e+03 -2.548959297105448968e+03 -1.475973179005975680e+03 -1.747449519575916611e+03 2.962282030566698268e+02 -1.229298298092583508e+02 -5.088630769924918695e+00 7.036558800786682405e+05 6.602031088481718325e+04 2.374255993646186107e+04 3.808768409536375543e+02 1.294474153836506787e+02 8.056858216304536882e+02 6.600608940229374639e+03 2.167455944125819315e+03 -9.204168558769323738e+01 3.224202293878150982e+01 -2.859326883017113232e+03 1.957676336294721068e+03 -5.904973339642510837e+03 -2.243572643739253181e+03 -2.525371324374569895e+02 3.700759710160930638e+01 -9.544387842360404051e+00 -3.157660356588550599e+02 -9.658791539184352359e+01 -2.153287470073964727e+01 1.862629730941190792e+04 -4.069049868136288751e+03 -9.561674146340783409e+01 3.332698967503438858e+00 -2.451830456704083971e+01 -1.863059608607707105e+02 3.472244130276514085e+01
-1.556716781770882881e+04 1.415712282873395452e+04 -2.610074877152205318e+03 -7.766145319330575148e+03 -1.697238777984624676e+03 3.095638321257191365e+03 2.758734308598759526e+02 -1.613132065288556305e+02 6.602031088481699408e+04 9.625222370768452529e+05 1.417034186353205005e+05 2.584866100499913227e+04 9.132585100427850193e+02 -3.777871214410561606e+03 -6.068037146702457676e+02 7.647671564371172281e+03 2.177680682190308744e+03 8.235918150307103502e+00 -1.374176020025194703e+03 -1.095642821593629924e+04 4.012284413599821619e+03 -3.794831521697423796e+03 -1.470078693007970514e+03 5.079651755705932459e+01 6.024287894102091059e+02 -7.857549894546151847e+01 -2.057920789204241316e+02 -2.836588524544822576e+02 6.313448503045772668e+03 2.069647847943497618e+04 -1.794882994436756690e+03 -5.803794910357572689e+02 2.183018310948584340e+00 -9.274679620446058834e+02 8.898913453978099142e+01
