4.504387062129927217e+05 2.402103871357186872e+05 5.516768237737761228e+04 2.871909009660566226e+05 3.920256966204074706e+04 -8.000814867978897382e+03 -1.341634820331128503e+04 -1.206727727044238600e+04 -9.960347786943371830e+03 1.314172680873858917e+04 1.764799102295930879e+03 2.543581525509254789e+03 4.203028416187157745e+03 4.980615518645442535e+03 5.772270910202128107e+03 -7.909376509623114544e+03 -3.068632725732088875e+04 -4.513203879853834223e+04 -5.059436169017868815e+04 -4.167302523760637268e+04 2.980714459658177162e+01 -4.898545972543433322e+02 -8.993550119414067012e+02 -1.307612616949597623e+03 -6.128959703609169992e+03 -5.618572170303367784e+03 -6.308628856127857944e+03 -5.755617646442623482e+03 -5.245326954230206866e+03 -4.720924383806156584e+03 -4.823470634654358946e+03 2.278680326563733871e+01
2.402103871357177850e+05 3.434127985360998427e+05 -8.583095412086695433e+03 2.706367463881996810e+05 -1.013463517404247978e+04 1.046665234512358802e+04 3.989268331439026042e+03 -6.399523008751217276e+03 -2.764546105746335797e+03 -2.646808710129028623e+04 -2.584155798596970726e+03 -6.538428606821773428e+03 -1.125418086106831652e+04 -1.550536555816819782e+04 -2.092535229688444451e+04 -6.092016934340437729e+03 -2.187200439458258188e+04 -3.123212142806431439e+04 -3.468930509345392784e+04 -2.781309440992703821e+04 7.381471759517575038e+01 -2.143492625676935290e+02 -4.335397818398957952e+02 -7.896242820629280459e+02 -4.105259256551114049e+03 2.653555509932462883e+03 6.293270860534881649e+03 9.775351152014820400e+03 1.341904584488667751e+04 1.945967681492536212e+04 -3.888673244203593640e+03 3.616783484912755142e+01
5.516768237737764866e+04 -8.583095412086786382e+03 1.716747099865911514e+04 2.713969837771276616e+03 1.334310566909017143e+04 -4.683066500421556157e+03 -1.452697452947391412e+03 -5.818673413424477303e+02 -1.041505784959607809e+03 9.586106109667549390e+03 6.318298803758666509e+02 1.786392983895405223e+03 3.171879044914799124e+03 4.064948798593573429e+03 5.161197950427533215e+03 -1.146625930392948248e+03 -3.496332383760736775e+03 -4.451096207920364577e+03 -4.348454508996280310e+03 -3.052872108302064589e+03 3.279588796544650364e+01 -8.293501151351579281e+00 -5.188356878867170252e+01 -9.733733388719802804e+01 -4.587110631502906699e+02 -7.430894916618592561e+02 -1.660615879716693826e+03 -2.673838268076152417e+03 -3.519647101478835793e+03 -4.478177325849613226e+03 -6.204818801879297325e+02 1.763966135160908166e+01
2.871909009660563897e+05 2.706367463882009033e+05 2.713969837771428047e+03 3.212555194979148218e+05 -5.733228349159167919e+03 5.055492125990645036e+03 -7.773549341308698786e+03 -4.818885572995305665e+03 6.652879544901725239e+02 -1.539244217752735676e+04 2.422696041399627518e+02 -2.449882089370765243e+03 -4.195870781502096179e+03 -6.537422321032944637e+03 -9.328518226780770419e+03 -5.701173945888042908e+03 -2.366902258649737632e+04 -3.528339210124677629e+04 -3.971716374993943464e+04 -3.285548039937407157e+04 -2.664738566362793648e+01 -4.626968866615203524e+02 -7.777273741599725554e+02 -1.075147600744843658e+03 -4.829915333889551221e+03 -3.692940497507013333e+03 -1.844357732075170134e+03 1.311761586408287030e+03 4.848696208203860806e+03 8.347531738318717544e+03 -3.473276295469500837e+03 2.488674623791303553e+00
3.920256966204064520e+04 -1.013463517404241793e+04 1.334310566909006411e+04 -5.733228349159018762e+03 1.098574006513631684e+04 -3.652070957255993108e+03 -1.042581478379512646e+03 -9.306984453312004462e+02 -1.613543231659967432e+03 7.846629568243212816e+03 4.368768671781356261e+02 1.347967799329932632e+03 2.352198484740875756e+03 3.073333772779990340e+03 4.031351326037370200e+03 -5.813127180827946177e+02 -1.780779293410525952e+03 -2.437744316283832177e+03 -2.602755900585370455e+03 -2.041396916335371543e+03 1.722942954629940004e+01 -2.287931798239617454e+00 -2.706288700504800815e+01 -5.481826985484918424e+01 -3.026475252192878429e+02 -5.033065313303609969e+02 -1.197628926636129336e+03 -1.960024015526168569e+03 -2.656949173709162551e+03 -3.462805095575678024e+03 -3.461237209030526287e+02 6.816248639502695106e+00
-8.000814867978980146e+03 1.046665234512354800e+04 -4.683066500421541605e+03 5.055492125990745080e+03 -3.652070957256000838e+03 3.001742356319632381e+05 -1.043629559277915687e+05 -5.319916736201835192e+02 4.921521660741826054e+03 2.256544214916713713e+02 -1.015698967575946335e+04 4.079940982201133920e+03 -1.358152681361955047e+03 2.134207256015667156e+02 2.059551061334089894e+01 -3.212227831344002880e+03 -5.940736222978946444e+02 -5.761147153393773806e+03 -1.647188218600158962e+03 2.857919120207973265e+02 9.747936680788921393e+00 1.024648264375536399e+02 -3.176750438002554802e+02 -1.373110380152698156e+02 5.919252895987406049e+01 3.871411471035538398e+03 -7.641259634538349928e+03 1.367451864341940563e+03 1.091827794756589469e+02 -1.996792484754503327e+00 -2.073216388128011545e+02 5.866534408943440582e+01
-1.341634820331134324e+04 3.989268331438910536e+03 -1.452697452947410511e+03 -7.773549341308664225e+03 -1.042581478379534246e+03 -1.043629559277917142e+05 7.866124053803505376e+05 -1.525728400260953058e+05 3.372197775673711021e+03 7.235012335806623014e+02 -4.189020928806316078e+03 1.941122344601208397e+03 7.262563913529755155e+03 -2.162664086344587759e+03 -1.133298704373589487e+02 -9.926590821618108293e+02 -6.687435105383613518e+03 5.294548831947107828e+03 -2.835764108378091805e+03 -1.799063894653861553e+03 7.502527538451745670e+01 2.898788320825168512e+02 3.634916694082276223e+01 -7.475039369919021226e+01 -3.971682163552938505e+02 1.103031462876451769e+04 5.201074211507718246e+03 -1.046489616188312539e+04 2.058083113103807591e+03 1.746521528041892566e+02 -5.340342525784224108e+02 5.485690077233495288e+01
-1.206727727044250059e+04 -6.399523008750974441e+03 -5.818673413424580758e+02 -4.818885572995081020e+03 -9.306984453312506957e+02 -5.319916736201371350e+02 -1.525728400260954513e+05 1.082403190143700689e+06 -1.910696954737119959e+05 -2.083413370709021365e+03 1.988024296906443169e+03 -8.908144618018812253e+03 7.403725355486566514e+03 1.034404030834666264e+04 -8.731466688635603646e+01 -4.236773041522052381e+02 -1.373379615954052497e+03 -8.121281499100581641e+03 4.835741209142499429e+03 -2.840907398681517407e+03 9.012306038185927903e+00 5.392786948130044067e+01 3.599831770899915000e+02 1.935052189088610817e+02 -5.235181808184674992e+02 -6.225295778066135881e+02 1.442309037002820151e+04 1.136711135799774866e+03 -1.334594435644626537e+04 -8.686491638825869188e+01 -7.113318401501770722e+02 2.253015592548982227e+01
-9.960347786943348183e+03 -2.764546105746224384e+03 -1.041505784959657376e+03 6.652879544901416011e+02 -1.613543231660027232e+03 4.921521660741940650e+03 3.372197775672916578e+03 -1.910696954737121996e+05 1.444848834350106539e+06 2.827517787552415939e+03 -1.773294072055384447e+02 2.341620768619673981e+03 -1.006224867264015484e+04 3.373999966154512367e+04 1.506881497013523017e+02 -3.026394035951840777e+01 1.018671327988159589e+02 -4.143539631130069552e+02 -6.665396841544971721e+03 4.489515190541134871e+03 1.996282596336549142e+00 -2.107529267687901608e+01 6.029691131716461427e+01 1.058382928692074785e+02 7.983746271125382918e+02 2.637991623829786931e+02 -1.037617045770503637e+03 1.412353770098978384e+04 7.534183493711181654e+03 7.529932746074416627e+01 -5.256343572614791810e+02 -2.531441788612047361e+01
1.314172680873852914e+04 -2.646808710129024985e+04 9.586106109667534838e+03 -1.539244217752733675e+04 7.846629568243204631e+03 2.256544214916671649e+02 7.235012335806504780e+02 -2.083413370709015453e+03 2.827517787552313621e+03 3.363707076632643584e+05 -2.332960906463901551e+01 1.922718500157455424e+01 -1.061679615450361780e+02 6.434014060849673342e+02 3.239003660492947893e+04 4.825687167860927929e+01 1.521309325281681879e+02 2.919903988531379468e+02 3.316634413630127369e+02 2.996114252132373167e+03 -7.944895060635049910e-01 8.656355900154329985e-01 -5.389894798919700136e+00 4.132397286510479972e+01 4.946458783420106897e+02 -2.557630945969866687e+01 -6.299490528123786248e+01 7.665544885032657874e+01 3.484505071636432660e+01 -4.861910262420678919e+03 4.726787729166149887e+01 3.298525195209272454e+00
