8.463439705836540088e+05 4.567216139154969715e+05 9.959943405606895976e+04 5.556517503057672875e+05 6.985512090573976457e+04 2.491627095765931881e+04 -1.530678598169175166e+04 -2.046442358302313733e+04 -1.149357018340639843e+04 -9.710064649812407879e+03 -5.859043366194602640e+03 1.474233921539937228e+03 4.267613963843369675e+03 3.200436075023652393e+03 5.656888198449253650e+03 8.018235113260684557e+03 -1.475602811349256626e+04 -6.201469240680878283e+04 -8.893247954474375001e+04 -9.922994679451269621e+04 -7.917184493245967315e+04 4.548987011003508485e+01 -7.009297545999447721e+02 -1.306316944953015991e+03 -2.245383295234220441e+03 -1.162077347674288467e+04 -1.061113063691209936e+04 -1.324189847638357787e+04 -1.058875974806836530e+04 -9.212289482956628490e+03 -8.527399237839399575e+03 -1.017688458378175346e+04 4.207685655608381126e+01
4.567216139154940029e+05 6.079849290730772773e+05 -7.942713640586090150e+03 4.919063697145319311e+05 -1.294737110093515184e+04 2.340493104841775857e+04 2.324252538171051856e+04 -1.377532612694229783e+03 -1.639650613604704995e+04 2.366265387481328617e+03 1.206949533716732367e+04 -4.621333321472518037e+03 -8.837711446132638230e+03 -1.171389449630610943e+04 -2.125357181234563905e+04 -3.387348578089125658e+04 -1.118738789787424685e+04 -4.077489229632585193e+04 -5.915484070712931862e+04 -6.617870710745314136e+04 -5.146722557556358515e+04 1.387914158737408741e+02 -2.660559999037232615e+02 -6.851209798018769561e+02 -1.393702734975639714e+03 -7.522055331118242975e+03 4.869430882513509459e+03 1.196121548762560997e+04 1.716054384363520512e+04 2.416488484258681274e+04 3.559040712643811275e+04 -7.626427758238322895e+03 5.872166655621313680e+01
9.959943405606929446e+04 -7.942713640586372094e+03 2.926532114655343685e+04 1.084355081223273555e+04 2.255128961311267267e+04 8.953646766372183947e+02 -7.915619175905881093e+03 -6.320188376131222867e+02 4.545760366073706791e+03 1.108222724092737366e+02 -3.218401779538894516e+03 1.089627363372789659e+03 2.427801195718241615e+03 3.021676927040852661e+03 5.316511036205507480e+03 7.758371490463577175e+03 -2.241775201036889939e+03 -6.706116311599095752e+03 -8.262743206658326017e+03 -8.133662113043415047e+03 -6.019645412357394889e+03 6.126672499102352987e+01 -3.424596358755403003e+01 -1.060801648992691355e+02 -1.903867574650607537e+02 -9.220822657836768030e+02 -1.309018946969976241e+03 -3.471620828587354936e+03 -4.904979596014167328e+03 -6.292823124259737597e+03 -8.075962186980988918e+03 -1.136207835074763580e+03 3.504250640189485466e+01
5.556517503057654249e+05 4.919063697145321639e+05 1.084355081223335583e+04 5.960478815261195414e+05 -5.558084659235256368e+03 2.370315674947560547e+04 4.009684565297710833e+03 -2.098670071968897173e+04 -2.526974520711767764e+04 -1.168841768631234663e+04 2.629764168386997426e+03 -1.148151412926229341e+03 -2.805161741512544722e+03 -4.123990074414576156e+03 -9.078673502226571145e+03 -1.461581230373802100e+04 -1.026656288176686212e+04 -4.846105547159237904e+04 -7.076390902264876058e+04 -7.880242153587770008e+04 -6.173013203836083994e+04 -6.089817016124845139e+01 -6.112592240506616008e+02 -1.069347818904549058e+03 -1.796970060545173055e+03 -8.999434549381066972e+03 -7.486890044450231471e+03 -3.534254300019827042e+03 2.279954290226563444e+03 8.614204249792648625e+03 1.503932349246007652e+04 -7.690567500925373679e+03 -2.477838355038683105e+00
6.985512090574094327e+04 -1.294737110093525371e+04 2.255128961311260719e+04 -5.558084659235332765e+03 1.842241775024060917e+04 2.229229376895480073e+02 -5.715544695820360175e+03 -4.914297857867941843e+01 3.809393820812999365e+03 4.722529710803365788e+02 -2.457763153316247099e+03 7.444103587224060448e+02 1.829069201251457571e+03 2.153075779331300510e+03 3.967211553548700522e+03 5.982014196991541212e+03 -1.171097097110046434e+03 -3.433894179442000677e+03 -4.483283746991173757e+03 -4.863387673700278356e+03 -4.064885656106773240e+03 3.225901116096724053e+01 -1.701338344557005300e+01 -5.737069249141621441e+01 -1.086398414214935286e+02 -6.167616267775154029e+02 -8.427535452835550132e+02 -2.538290583125319699e+03 -3.598787436558476657e+03 -4.732968216140978257e+03 -6.222447114681848689e+03 -6.276795676049497388e+02 1.442233513747032525e+01
2.491627095765926788e+04 2.340493104841772583e+04 8.953646766371879266e+02 2.370315674947556181e+04 2.229229376895508494e+02 1.071379961192257952e+03 1.416240238233061746e+02 -4.760497665737647708e+02 -6.698074729169197781e+02 -2.204729032509518447e+02 3.116525008603123865e+02 -4.125606744678520954e+01 -1.258722370461432263e+02 -2.353891148991483249e+02 -4.825903364023714630e+02 -8.233704688163982155e+02 -4.643590911467979936e+02 -2.023519594188943302e+03 -3.019086278368265539e+03 -3.430339868615179057e+03 -2.747672508249726889e+03 1.650655268089455285e+00 -2.009501538867274562e+01 -4.147334539502205786e+01 -7.678038899746171353e+01 -4.029781287617994963e+02 -1.710293944189213846e+02 -1.276215305260261168e+01 2.417156722661345043e+02 5.040851040502576552e+02 8.596843143618409613e+02 -3.507501587803960206e+02 6.154490708782985875e-01
-1.530678598169175712e+04 2.324252538171061315e+04 -7.915619175905982047e+03 4.009684565298105554e+03 -5.715544695820363813e+03 1.416240238233135926e+02 7.403765854516455438e+05 7.141342754075690755e+04 -4.392078143889908824e+04 2.513646189227908962e+03 6.393943962911565677e+02 -1.876178388970450396e+04 2.329344716503945529e+04 -3.693221669678902799e+03 -2.993371006931667466e+02 -1.413421592663466981e+02 -7.326151631613973223e+03 -4.507414500185815314e+02 -1.415500459915466490e+04 -8.040899082299569272e+03 -1.100477473980987725e+03 4.263926706877619921e+01 5.682859642497090391e+01 -3.269423675240332727e+02 -5.232930751088714487e+02 -2.377682137437979861e+02 2.544811344052269487e+04 -1.671568512900534188e+04 -8.782561248571863644e+02 5.370469158058850780e+02 2.199636455814284943e+02 -8.389232486335424710e+02 1.349768150853662121e+02
-2.046442358302293360e+04 -1.377532612694716590e+03 -6.320188376131335417e+02 -2.098670071968884076e+04 -4.914297857852329798e+01 -4.760497665737677835e+02 7.141342754075674748e+04 6.869103207453488139e+05 1.978931287149118143e+05 -1.948074601014591099e+04 2.189621210836368164e+02 -8.429792301146677346e+03 -2.518850353614431515e+04 2.076900452008645880e+04 -2.275900938098719053e+03 2.427556030346821956e+02 -2.545611760315511674e+03 -1.159548920139609618e+04 -2.501575862044804580e+03 -4.216779073451225486e+03 -1.890783621864851966e+03 8.339430434872690512e+01 -7.522141237840483541e+01 -1.194684654619388340e+02 -3.876056766869593844e+02 -3.658890480567104078e+02 1.080352496695531772e+04 3.264090020752486453e+04 -4.002037660453269382e+03 -8.344743466677390131e+01 -2.069865943109795694e+02 -6.954558784118466974e+02 1.045900994794385070e+02
-1.149357018340621471e+04 -1.639650613604740283e+04 4.545760366073577643e+03 -2.526974520711764490e+04 3.809393820812755166e+03 -6.698074729169391048e+02 -4.392078143889916828e+04 1.978931287149114069e+05 1.237019866301542148e+06 1.443121716711440240e+05 -1.414285327041334676e+04 3.746632815883588137e+03 -2.443764440767407723e+04 -9.945163565850980376e+03 7.096118764626562552e+03 -2.296343035258932559e+03 -4.573795627652876874e+02 -6.018064190445420536e+02 -9.643774022733667152e+03 2.402968751804757176e+03 2.871180470197680279e+02 2.951752478162879711e+01 7.391732160037560107e+01 -2.123311812433582304e+02 -4.305165864575102752e+00 4.280236998253425895e+01 1.882726253391794444e+03 1.523643732541854479e+04 1.160528272021152225e+04 3.575889333339809582e+03 4.081408566326167033e+02 -4.392856844891114747e+02 3.206905056947546484e+01
-9.710064649812436983e+03 2.366265387481198559e+03 1.108222724092136531e+02 -1.168841768631238665e+04 4.722529710803614762e+02 -2.204729032509598596e+02 2.513646189227938521e+03 -1.948074601014588188e+04 1.443121716711439367e+05 3.991377378030039836e+05 8.118948189635367498e+02 6.061027314005977473e+01 1.749451536687406360e+03 -7.039379259991761501e+03 1.655545634721299211e+04 -2.391799307330571082e+03 -1.573117445653928428e+02 -6.821537969529211978e+02 -9.810993886068863503e+02 -6.961273138851149270e+03 3.464235586546799823e+03 4.794402493072577265e+00 2.566706032021711437e+01 9.388438026606580422e+01 -2.678394575466016931e+02 4.791284759450186357e+02 1.024487457871294680e+02 1.190478755109753820e+03 -1.977369220523714603e+03 -1.167022063219307711e+03 1.902175770304784919e+03 -4.442450787978705193e+02 2.708534569670326242e+00
