1.149934256139567588e+05 -1.296622456196638523e+05 6.364876227733041742e+04 -1.154966321010551619e+05 5.624042284530663892e+04 -3.086524507110150444e+04 -6.068546781979005573e+03 1.124388128852702539e+04 1.621819210347985063e+04 1.852664605848291103e+04 1.840965654725958302e+04 1.843789710365996143e+04 3.261966990602118130e+03 7.314140177164786110e+03 1.137961927232112066e+04 1.447700313535218629e+04 1.618571241116060628e+04 -5.523974060216794896e+03 -1.091091888288673181e+04 -1.520429963523500373e+04 -1.751635153767031807e+04 -1.789648519976074022e+04
-1.296622456196638523e+05 4.477618468528093072e+05 -1.108314392512114136e+05 1.783148913816674904e+05 -8.307900495673055411e+04 9.530585320911301824e+04 1.979265721291716545e+04 -2.203742937213481127e+04 -3.392662484914810193e+04 -3.920304322810932354e+04 -4.493147798307875928e+04 -5.494513081075804075e+04 -7.405480516154583711e+03 -1.913738440358395383e+04 -2.993931671981663749e+04 -4.669469031789792643e+04 -7.765986545440011832e+04 1.242303262999077378e+04 2.826363826549177611e+04 3.972232444145537011e+04 5.612493089951631555e+04 8.534431902390878531e+04
6.364876227733041742e+04 -1.108314392512114282e+05 4.059193593199208408e+04 -6.932573743222968187e+04 3.392817217905455618e+04 -2.505043040791540261e+04 -5.090652045118984461e+03 6.750606800598552582e+03 1.029719586918025379e+04 1.225367616701779298e+04 1.341072141297513917e+04 1.533004842653250307e+04 2.070687146382699666e+03 5.096319081541761989e+03 8.269866092150477925e+03 1.197726127964071566e+04 1.743425737346694950e+04 -3.495988653677264210e+03 -7.574626372747472487e+03 -1.102424959732814386e+04 -1.445401402876783322e+04 -1.920898958336367286e+04
-1.154966321010551910e+05 1.783148913816675195e+05 -6.932573743222965277e+04 1.951336332309017598e+05 -6.505655530044668558e+04 3.942979638408991013e+04 8.271675771151763911e+03 -6.207788228842414355e+03 -1.231560789370430757e+04 -1.615995372220428362e+04 -2.079823162724102440e+04 -2.382582307188397681e+04 -1.746800438886065649e+03 -5.961915969278447847e+03 -1.050470314325737490e+04 -1.967827789431201381e+04 -3.460668300704321155e+04 2.967072669091379794e+03 8.814404549773389590e+03 1.395847862040602195e+04 2.360775199264428011e+04 3.798139675008199993e+04
5.624042284530663892e+04 -8.307900495673052501e+04 3.392817217905456346e+04 -6.505655530044671468e+04 2.955705801741435789e+04 -1.903895747394517093e+04 -3.870383190064901555e+03 4.977897099019033703e+03 7.773187929748963143e+03 9.403530571770805182e+03 1.046624099607678909e+04 1.188506614635803635e+04 1.469927386474138530e+03 3.675421498287325903e+03 6.079587592624945501e+03 9.008694124419143918e+03 1.342063767427288440e+04 -2.489179016465047880e+03 -5.472783421347271542e+03 -8.117100196529459026e+03 -1.087787780164978903e+04 -1.478556948350812490e+04
-3.086524507110151899e+04 9.530585320911300369e+04 -2.505043040791540625e+04 3.942979638408988831e+04 -1.903895747394517821e+04 2.079299998637440876e+04 4.354372642772242216e+03 -2.994427038627129150e+03 -6.195166475682748569e+03 -8.414047353160793136e+03 -1.028969850345065424e+04 -1.304864605476110410e+04 -9.924670639900172091e+02 -3.412293566528544034e+03 -6.278684150721327569e+03 -1.037724305386005108e+04 -1.743397281107680101e+04 1.665834051830506951e+03 5.044624035332067251e+03 8.335436336112545177e+03 1.248235725295135671e+04 1.917136296017057248e+04
-6.068546781979003754e+03 1.979265721291715454e+04 -5.090652045118985370e+03 8.271675771151762092e+03 -3.870383190064902919e+03 4.354372642772242216e+03 9.261819113035742248e+02 -3.340543094914731341e+02 -9.460670095946783249e+02 -1.548698392718572677e+03 -2.144613062714106036e+03 -2.976585856143813544e+03 -1.113314861654693715e+02 -5.244100274721272399e+02 -1.161800405950070171e+03 -2.176158268800512360e+03 -4.018340043500697448e+03 1.868037464750553625e+02 7.750250536476115713e+02 1.542155478021188856e+03 2.617216381407187782e+03 4.418255765326649453e+03
1.124388128852702539e+04 -2.203742937213480764e+04 6.750606800598552582e+03 -6.207788228842412536e+03 4.977897099019033703e+03 -2.994427038627128240e+03 -3.340543094914730773e+02 2.828331096574961703e+04 -6.099283054538086617e+02 1.984903480933727238e+01 -7.543184077995371828e-01 3.742465552263841977e-02 9.084279970149604196e+03 -2.808617088640822885e+02 1.053098260255358376e+01 -5.025101934015185901e-01 3.097284780789645586e-02 -1.527860109048763115e+04 4.179820033844582667e+02 -1.413976602594379806e+01 6.113083472279189357e-01 -3.431260654925751691e-02
1.621819210347984699e+04 -3.392662484914808738e+04 1.029719586918025379e+04 -1.231560789370431121e+04 7.773187929748964052e+03 -6.195166475682745840e+03 -9.460670095946785523e+02 -6.099283054538086617e+02 2.754696546238487281e+04 -7.827974928184664805e+02 3.054782925215324951e+01 -1.711514181103180654e+00 -1.970657297039798834e+02 1.444449097167146465e+04 -5.343043159141693650e+02 2.592025145996685609e+01 -1.604718182610158417e+00 3.318871020022121456e+02 -2.140593305009668256e+04 7.149971891283970535e+02 -3.129058235852817660e+01 1.770672128053942362e+00
1.852664605848290739e+04 -3.920304322810932354e+04 1.225367616701778934e+04 -1.615995372220428362e+04 9.403530571770807001e+03 -8.414047353160793136e+03 -1.548698392718572450e+03 1.984903480933727593e+01 -7.827974928184662531e+02 2.389149766288220417e+04 -9.152120815035034411e+02 4.451598363588865936e+01 6.513219715391530329e+00 -4.208422976919430312e+02 1.709380818740411632e+04 -8.124379618680418389e+02 5.011757232580352195e+01 -1.095314260208321855e+01 6.221785215111481193e+02 -2.272505891784968844e+04 9.836151865007816468e+02 -5.522308517740474088e+01
